pc_timestamp,seq,esp_timestamp_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2025-11-08 17:04:15.890,262,10,0.014,-0.009,1.014,0.061,-0.061,0.0
2025-11-08 17:04:15.890,263,10,0.013,-0.009,1.013,-0.061,0.0,-0.122
2025-11-08 17:04:15.947,264,10,0.013,-0.009,1.012,0.061,-0.183,0.0
2025-11-08 17:04:15.948,265,10,0.012,-0.008,1.014,-0.122,0.061,-0.061
2025-11-08 17:04:15.948,266,10,0.013,-0.009,1.014,0.061,-0.061,0.0
2025-11-08 17:04:15.949,267,10,0.013,-0.009,1.012,0.122,-0.061,0.0
2025-11-08 17:04:15.950,268,10,0.013,-0.008,1.012,0.0,0.0,0.0
2025-11-08 17:04:15.951,269,10,0.012,-0.008,1.012,-0.061,0.0,-0.183
2025-11-08 17:04:16.009,270,10,0.012,-0.009,1.012,0.0,-0.183,0.122
2025-11-08 17:04:16.009,271,10,0.014,-0.008,1.013,-0.122,-0.183,0.0
2025-11-08 17:04:16.010,272,10,0.014,-0.008,1.013,0.061,-0.061,0.0
2025-11-08 17:04:16.010,273,10,0.012,-0.01,1.013,0.0,-0.061,0.0
2025-11-08 17:04:16.010,274,10,0.01,-0.008,1.013,-0.061,0.061,-0.122
2025-11-08 17:04:16.011,275,10,0.011,-0.009,1.013,0.061,0.061,0.061
2025-11-08 17:04:16.068,276,10,0.012,-0.009,1.013,0.0,-0.061,-0.122
2025-11-08 17:04:16.068,277,10,0.013,-0.008,1.012,0.061,0.183,-0.061
2025-11-08 17:04:16.068,278,10,0.014,-0.009,1.013,0.061,-0.061,-0.122
2025-11-08 17:04:16.069,279,10,0.011,-0.009,1.013,0.061,-0.061,-0.061
2025-11-08 17:04:16.070,280,10,0.013,-0.008,1.013,0.061,0.061,-0.122
2025-11-08 17:04:16.070,281,10,0.013,-0.009,1.013,0.061,0.061,-0.061
2025-11-08 17:04:16.127,282,10,0.012,-0.009,1.013,-0.061,-0.122,0.0
2025-11-08 17:04:16.128,283,10,0.013,-0.008,1.013,0.122,-0.183,0.061
2025-11-08 17:04:16.128,284,10,0.012,-0.009,1.013,0.061,-0.061,0.061
2025-11-08 17:04:16.129,285,10,0.014,-0.009,1.015,0.0,0.0,-0.183
2025-11-08 17:04:16.130,286,10,0.013,-0.01,1.014,-0.061,0.0,0.0
2025-11-08 17:04:16.130,287,10,0.013,-0.008,1.011,0.122,0.0,-0.061
2025-11-08 17:04:16.188,288,10,0.013,-0.009,1.013,0.061,-0.061,-0.122
2025-11-08 17:04:16.188,289,10,0.012,-0.01,1.012,-0.061,0.183,0.0
2025-11-08 17:04:16.188,290,10,0.013,-0.009,1.013,0.0,0.0,0.061
2025-11-08 17:04:16.189,291,10,0.012,-0.009,1.013,0.061,-0.061,0.0
2025-11-08 17:04:16.190,292,10,0.013,-0.008,1.013,0.122,-0.122,-0.061
2025-11-08 17:04:16.190,293,10,0.013,-0.008,1.013,-0.061,-0.183,0.061
2025-11-08 17:04:16.247,294,10,0.013,-0.009,1.013,0.061,0.0,-0.061
2025-11-08 17:04:16.248,295,10,0.012,-0.009,1.012,0.061,-0.061,0.0
2025-11-08 17:04:16.248,296,10,0.013,-0.009,1.015,-0.122,-0.061,-0.061
2025-11-08 17:04:16.249,297,10,0.013,-0.008,1.013,0.0,0.0,-0.122
2025-11-08 17:04:16.250,298,10,0.011,-0.009,1.013,0.0,-0.122,-0.122
2025-11-08 17:04:16.250,299,10,0.013,-0.008,1.014,0.061,-0.061,0.0
2025-11-08 17:04:16.308,300,10,0.013,-0.008,1.013,0.061,0.061,-0.183
2025-11-08 17:04:16.308,301,10,0.013,-0.009,1.014,0.0,-0.061,0.061
